id,iban,customer_id,branch_id,account_type,currency,balance,overdraft_limit,status,opened_at
330,ES7499992753989547828514,710,23,business,EUR,4967.12,0.00,active,2024-02-05
331,ES8899992166207871700561,517,3,checking,EUR,1212.41,200.00,active,2019-01-29
332,ES5899991342984015286975,170,4,checking,EUR,1212.01,0.00,active,2019-11-23
333,ES3999993061411178966549,526,8,checking,EUR,5330.24,0.00,active,2024-02-11
334,ES8399993061263845356812,148,8,savings,EUR,5724.13,0.00,active,2024-02-17
335,ES4399991342656283992374,325,4,checking,EUR,-547.57,1500.00,active,2023-10-13
336,ES9299993061640794257327,433,8,payroll,EUR,826.26,500.00,dormant,2021-05-26
337,ES1399999087096949847185,638,17,savings,EUR,734.26,0.00,active,2020-01-23
338,ES6299994497819323787502,551,9,savings,EUR,4172.32,0.00,active,2019-12-29
339,ES5999994896435780529315,514,25,checking,EUR,2532.41,0.00,active,2021-07-04
340,ES5999991342554795824881,91,4,savings,EUR,1606.14,0.00,active,2023-10-11
341,ES7799993240394904616239,780,14,savings,EUR,2584.92,0.00,active,2022-03-23
342,ES4899998644741996538113,67,16,checking,EUR,1241.92,0.00,dormant,2023-01-23
343,ES0899999590704402080962,260,22,savings,EUR,2831.01,0.00,active,2022-01-11
344,ES3399991179310086310948,746,6,business,EUR,3975.71,0.00,active,2023-07-23
345,ES8399991403677824791020,322,7,checking,EUR,1151.02,0.00,active,2021-10-31
346,ES4099993061908795523440,374,8,checking,EUR,755.31,0.00,active,2025-02-19
347,ES8799996710357326187435,713,20,checking,EUR,2777.35,0.00,active,2022-11-10
348,ES5699992166754341880567,798,3,savings,EUR,461.64,0.00,active,2018-07-03
349,ES8399996763106506112289,574,10,savings,EUR,861.49,0.00,active,2018-12-18
350,ES1399991403175966162113,522,7,checking,EUR,0.00,500.00,closed,2017-10-26
351,ES2699999087662218993332,43,17,checking,EUR,2577.60,1500.00,active,2012-03-10
352,ES3399995015510529021332,476,12,checking,EUR,2487.43,500.00,active,2023-11-29
353,ES6799991179104591884735,252,6,checking,EUR,490.25,500.00,dormant,2013-04-13
354,ES0499995015108550934533,642,12,checking,EUR,1909.45,0.00,active,2019-03-14
355,ES8499995954379978320427,324,13,checking,EUR,124.37,0.00,active,2011-04-12
356,ES4799995015269037832720,300,12,checking,EUR,1604.52,0.00,active,2017-10-05
357,ES4799994896126329597416,793,25,checking,EUR,511.76,0.00,active,2023-07-14
358,ES4599993061280733603994,50,8,checking,EUR,2505.61,0.00,active,2024-08-29
359,ES2699993597352405607806,588,11,savings,EUR,1304.87,0.00,active,2020-01-07
360,ES4699992753607801397775,651,23,savings,EUR,2438.64,0.00,active,2025-01-03
361,ES6799993061787101867943,797,8,checking,EUR,3886.12,0.00,active,2022-07-25
362,ES1599992753777679350742,261,23,savings,EUR,1261.69,0.00,active,2023-01-17
363,ES9199996710524724910467,155,20,checking,EUR,5083.85,1000.00,active,2018-01-31
364,ES6599997096724469215048,601,24,savings,EUR,335.07,0.00,active,2020-07-17
365,ES3499997096374791340256,10,24,savings,EUR,1577.91,0.00,active,2022-12-13
366,ES5999994896121111866223,50,25,checking,EUR,651.61,0.00,active,2024-08-04
367,ES4899995015513297618245,231,12,savings,EUR,2214.98,0.00,active,2020-04-28
368,ES2799999087135386667681,653,17,checking,EUR,3778.81,0.00,active,2017-03-29
369,ES8099996763237675068697,657,10,savings,EUR,642.32,0.00,active,2022-03-21
370,ES4299990800715468947210,347,15,checking,EUR,2873.59,0.00,active,2022-11-22
371,ES6699994497667276324969,650,9,checking,EUR,4307.29,1500.00,active,2021-03-19
372,ES2699999984232024553762,437,19,savings,EUR,1965.36,0.00,active,2024-12-06
373,ES4399991665556576244019,206,2,savings,EUR,2759.15,0.00,active,2024-09-11
374,ES1299999997749582740813,671,18,savings,EUR,2274.55,0.00,active,2017-10-04
375,ES9399997558187635109966,643,1,savings,EUR,4063.08,0.00,active,2022-11-23
376,ES1999999087323850884033,291,17,checking,EUR,1405.15,200.00,active,2023-12-12
377,ES4299993597383716493695,196,11,checking,EUR,3358.25,0.00,active,2013-12-08
378,ES1699991342961199750018,164,4,checking,EUR,1110.72,1000.00,active,2023-10-19
379,ES7899993061662563769408,392,8,savings,EUR,1689.09,0.00,active,2022-04-14
380,ES9099999590838030446590,573,22,savings,EUR,17.19,0.00,active,2021-06-07
381,ES6599991665197318853622,580,2,savings,EUR,2468.16,0.00,active,2021-11-28
382,ES3099999590683977734861,460,22,payroll,EUR,3316.73,0.00,active,2005-12-11
383,ES5199991665229359326812,409,2,savings,EUR,1760.13,0.00,active,2021-11-17
384,ES1599997558147259615545,304,1,checking,EUR,671.68,200.00,active,2020-02-15
385,ES2699997096617546293745,285,24,checking,EUR,8334.24,1500.00,active,2014-06-08
386,ES6599991665886580662587,673,2,checking,EUR,0.00,0.00,closed,2022-10-07
387,ES9699998264673304561919,306,5,checking,EUR,3674.72,1500.00,active,2023-05-11
388,ES7699996763044935566115,611,10,checking,EUR,881.35,500.00,active,2021-04-23
389,ES1999992753355201677848,397,23,savings,EUR,2032.73,0.00,active,2024-03-31
390,ES0499996763356697437323,152,10,checking,EUR,3848.61,500.00,active,2024-07-08
391,ES2599995015099788846652,565,12,savings,EUR,2621.57,0.00,active,2023-06-05
392,ES1799998644569022355283,568,16,checking,EUR,854.59,200.00,active,2024-06-16
393,ES1799992166905286289315,728,3,checking,EUR,1320.28,1000.00,active,2016-03-26
394,ES2899991665036079212532,511,2,savings,EUR,3436.40,0.00,active,2021-10-21
395,ES3499991403098883606974,176,7,checking,EUR,1049.48,1500.00,active,2023-04-15
396,ES7899999997066602094268,171,18,checking,EUR,0.00,0.00,closed,2024-06-22
397,ES2299992753984512260108,277,23,checking,EUR,5591.87,0.00,active,2018-01-23
398,ES2999996710893310790323,608,20,savings,EUR,2423.21,0.00,active,2024-12-11
399,ES5299993240887264896276,230,14,savings,EUR,2547.10,0.00,active,2022-07-30
400,ES2899994497621141054412,323,9,checking,EUR,2732.73,0.00,active,2022-11-27
401,ES6399999087687362595466,59,17,savings,EUR,3298.79,0.00,active,2021-05-22
402,ES1899999623527865633503,314,21,checking,EUR,2162.73,500.00,active,2011-07-01
403,ES7399991179779297673966,658,6,checking,EUR,2353.84,0.00,active,2012-08-18
404,ES9599996763668468818678,207,10,checking,EUR,1425.48,0.00,active,2024-06-06
405,ES2899997096254053874105,220,24,savings,EUR,3774.42,0.00,active,2021-11-06
406,ES7299996763132275607011,738,10,checking,EUR,2998.11,500.00,active,2014-07-17
407,ES0299996763426323644703,394,10,savings,EUR,4095.85,0.00,active,2023-09-25
408,ES1999992166020975118115,250,3,savings,EUR,3873.97,0.00,active,2024-06-18
409,ES1699995015132033525316,379,12,payroll,EUR,1655.35,1500.00,active,2016-12-20
410,ES8299999997340997481324,362,18,checking,EUR,3307.07,200.00,active,2023-02-09
411,ES2999993240849862677748,674,14,checking,EUR,4584.16,0.00,active,2024-03-04
412,ES8199992753844968874428,394,23,savings,EUR,808.77,0.00,active,2015-08-24
413,ES0999993240254467449140,789,14,payroll,EUR,1617.85,500.00,active,2020-02-25
414,ES2599993597082262087947,2,11,savings,EUR,541.51,0.00,active,2012-11-17
415,ES7999996763165585897511,101,10,savings,EUR,1034.36,0.00,active,2022-12-25
416,ES6599990800722671186708,659,15,checking,EUR,2646.99,1500.00,active,2020-08-09
417,ES1399995954422915363363,586,13,savings,EUR,116.81,0.00,active,2019-07-29
418,ES4499991179613148249401,603,6,checking,EUR,5234.09,200.00,active,2015-06-18
419,ES0699994896443862106221,382,25,checking,EUR,537.92,0.00,active,2023-03-08
420,ES2599998644579166903035,708,16,checking,EUR,1680.09,0.00,active,2023-06-05
421,ES9299998264784055607329,640,5,checking,EUR,4534.36,1500.00,active,2023-09-04
422,ES4499991342547530050142,213,4,checking,EUR,1145.01,500.00,active,2021-01-07
423,ES5399997096392190215364,600,24,savings,EUR,651.75,0.00,active,2023-04-15
424,ES1299999087430304870722,652,17,checking,EUR,1058.98,0.00,active,2024-01-07
425,ES4199995015093430870202,344,12,savings,EUR,1536.73,0.00,active,2020-08-08
426,ES1399999590276796488597,96,22,payroll,EUR,2247.47,0.00,active,2020-12-23
427,ES7699992753044600676138,227,23,checking,EUR,2216.02,200.00,active,2021-09-30
428,ES4599998264755336000174,765,5,business,EUR,1865.22,0.00,active,2023-06-23
429,ES8699992166579813548477,784,3,payroll,EUR,1619.53,0.00,active,2015-12-05
430,ES8099996710571084174015,655,20,savings,EUR,4499.57,0.00,active,2020-07-01
431,ES4499995954847745346155,746,13,checking,EUR,1202.47,1000.00,active,2019-01-04
432,ES3899995015678653419679,122,12,checking,EUR,5919.54,1000.00,active,2009-03-25
433,ES8399996710800074493238,230,20,checking,EUR,82.33,200.00,active,2012-10-08
434,ES7999995015805926440329,319,12,savings,EUR,1353.63,0.00,dormant,2018-08-24
435,ES1499993061163077951677,439,8,savings,EUR,3072.41,0.00,active,2023-09-27
436,ES3799992166185502409259,509,3,checking,EUR,117.91,1000.00,active,2024-06-17
437,ES3299993061527910589305,86,8,checking,EUR,2912.19,0.00,active,2021-07-20
438,ES3299993061229020765960,242,8,checking,EUR,3517.72,0.00,active,2025-03-30
439,ES6699997096682580256820,755,24,checking,EUR,2111.03,1000.00,active,2023-05-23
440,ES5799999087997222878456,238,17,checking,EUR,2595.17,0.00,active,2023-04-23
441,ES4099995954983733717511,343,13,checking,EUR,3387.61,0.00,active,2021-07-08
442,ES4499996710399517459335,332,20,checking,EUR,2178.79,500.00,active,2023-08-07
443,ES7799999984508976253334,187,19,checking,EUR,2219.42,0.00,dormant,2013-12-22
444,ES4199991342815836372128,686,4,business,EUR,3218.51,0.00,active,2020-06-22
445,ES9699999087320956409243,752,17,checking,EUR,666.10,200.00,active,2024-11-13
446,ES1099997096737853618933,151,24,checking,EUR,6068.72,1000.00,active,2016-05-21
447,ES6899994497800360438714,229,9,checking,EUR,652.73,0.00,active,2015-10-19
448,ES1299998264776883939280,741,5,savings,EUR,46.66,0.00,active,2022-05-04
449,ES2799992166124372982667,795,3,checking,EUR,2581.59,1500.00,active,2010-11-10
450,ES8899999590796067567141,317,22,checking,EUR,2743.56,1000.00,active,2023-08-14
451,ES1399999623447534644086,746,21,checking,EUR,1213.91,1500.00,active,2019-03-07
452,ES0499999997537356550470,192,18,checking,EUR,839.48,1500.00,active,2024-01-24
453,ES3899997558173799773006,730,1,savings,EUR,4401.41,0.00,active,2014-05-23
454,ES5099995954493942400003,377,13,checking,EUR,3047.09,500.00,active,2013-11-03
455,ES7399999997961865908293,129,18,checking,EUR,1908.46,0.00,active,2024-01-02
456,ES5699996763103866739768,459,10,checking,EUR,2989.01,0.00,active,2021-08-29
457,ES2999993061165319742366,709,8,savings,EUR,2353.13,0.00,active,2024-11-09
458,ES9299991403302860375448,351,7,checking,EUR,2009.57,0.00,active,2009-01-30
459,ES5399993240761819560607,713,14,savings,EUR,584.42,0.00,active,2022-11-20
460,ES8999999087427715931188,53,17,payroll,EUR,78.64,1500.00,active,2010-05-27
461,ES1799995015606348759182,470,12,payroll,EUR,3442.04,0.00,active,2019-01-13
462,ES6699999997826449202464,270,18,savings,EUR,3388.62,0.00,active,2020-01-19
463,ES1599993240696185476829,69,14,checking,EUR,6752.37,500.00,active,2024-01-31
464,ES2099991179393943946470,157,6,savings,EUR,2267.52,0.00,active,2022-09-23
465,ES0499997096764372607539,494,24,checking,EUR,605.62,500.00,active,2024-09-03
466,ES3799999623671899726966,316,21,checking,EUR,3299.85,200.00,active,2020-12-02
467,ES0899996763621479084345,652,10,checking,EUR,2393.97,0.00,dormant,2025-03-13
468,ES6699990800712781454108,690,15,checking,EUR,3055.85,200.00,active,2021-05-24
469,ES5199991342567683082065,52,4,checking,EUR,1764.71,1000.00,active,2023-12-29
470,ES8099999997570533939446,556,18,checking,EUR,2228.71,0.00,active,2017-10-01
471,ES7499991179220104023142,43,6,checking,EUR,981.99,0.00,active,2009-06-03
472,ES3199996763106231487310,667,10,payroll,EUR,1944.43,200.00,active,2024-06-28
473,ES5199996763085347551171,414,10,payroll,EUR,2826.46,0.00,active,2023-05-20
474,ES3699995015111479703069,589,12,checking,EUR,5861.98,1000.00,active,2013-08-23
475,ES5399993061361957953463,674,8,payroll,EUR,3340.12,1000.00,active,2023-02-09
476,ES2599991342749909618778,17,4,checking,EUR,3795.33,500.00,active,2022-01-24
477,ES3999999590093744069052,770,22,checking,EUR,1028.61,200.00,active,2021-04-16
478,ES2499992753818698598351,674,23,checking,EUR,306.18,1000.00,active,2022-01-07
479,ES9799998264890087994845,358,5,savings,EUR,1628.61,0.00,active,2019-08-03
480,ES1799991179251989350262,436,6,savings,EUR,1614.22,0.00,active,2023-03-08
481,ES8899993240896353315187,115,14,savings,EUR,1573.35,0.00,active,2024-05-28
482,ES8099993597528030306201,736,11,checking,EUR,4224.02,500.00,active,2020-08-14
483,ES5899990800428915651962,257,15,checking,EUR,0.00,0.00,closed,2022-06-23
484,ES8099994497091021431502,37,9,payroll,EUR,1831.33,0.00,active,2024-04-06
485,ES6899998264491427590025,761,5,checking,EUR,2349.50,1500.00,active,2022-09-28
486,ES7499996763202260201189,188,10,checking,EUR,576.29,0.00,active,2014-12-16
487,ES4499993597968036982852,187,11,savings,EUR,3362.46,0.00,active,2018-11-11
488,ES9899998264001041898740,745,5,checking,EUR,1207.15,0.00,active,2022-03-15
489,ES3399993240436004780359,249,14,savings,EUR,3719.19,0.00,active,2024-06-10
490,ES5899997096801599526042,60,24,savings,EUR,1490.60,0.00,active,2019-03-28
491,ES3099991179376138102296,292,6,business,EUR,3048.57,0.00,active,2024-03-28
492,ES0799994896541548092046,525,25,checking,EUR,2078.06,500.00,active,2020-09-07
493,ES1799993240325766179325,778,14,checking,EUR,2231.20,0.00,active,2021-09-05
494,ES5999999984433798135884,56,19,checking,EUR,2454.56,500.00,active,2021-09-30
495,ES2999998644249102752854,679,16,checking,EUR,0.00,0.00,closed,2023-01-24
496,ES0499995954423445423032,111,13,checking,EUR,3268.53,0.00,active,2025-01-16
497,ES4599996763212125613289,4,10,savings,EUR,1973.17,0.00,active,2024-01-18
498,ES6899993061387275587282,738,8,savings,EUR,424.93,0.00,active,2023-06-04
499,ES5699999087968542568374,490,17,checking,EUR,-39.98,1500.00,active,2019-07-22
500,ES3599993240965061055608,166,14,checking,EUR,4190.26,500.00,active,2022-02-01
501,ES1799995954260967435974,602,13,savings,EUR,1599.82,0.00,active,2011-08-27
502,ES7799990800109446876889,432,15,savings,EUR,5426.33,0.00,active,2015-08-18
503,ES9699999623318378434977,714,21,checking,EUR,1881.28,0.00,active,2021-10-19
504,ES1099999623163153649339,625,21,checking,EUR,2291.46,1000.00,active,2021-12-03
505,ES5199998264909501808861,133,5,savings,EUR,1810.39,0.00,active,2024-03-15
506,ES9499992753089184013403,151,23,savings,EUR,2025.01,0.00,active,2021-03-12
507,ES3599993061833765776568,354,8,checking,EUR,3852.67,1500.00,active,2024-10-31
508,ES8199996710863868514799,484,20,checking,EUR,4363.84,1000.00,active,2009-05-08
509,ES4399992166566829397747,365,3,savings,EUR,3346.15,0.00,active,2023-10-07
510,ES7599996763449055075215,524,10,checking,EUR,491.63,0.00,dormant,2019-12-06
511,ES9299991179874321048073,265,6,checking,EUR,-80.71,1000.00,active,2011-10-31
512,ES1399993597696824440695,785,11,savings,EUR,2611.46,0.00,active,2009-08-15
513,ES5099993240470731619782,85,14,savings,EUR,4175.97,0.00,dormant,2020-10-14
514,ES3399991342294024419767,7,4,savings,EUR,842.48,0.00,active,2021-02-10
515,ES4199999984564087053078,88,19,checking,EUR,3529.52,0.00,dormant,2023-08-24
516,ES6899991403990919830948,461,7,payroll,EUR,1993.83,200.00,active,2017-08-31
517,ES7099991665860815011113,266,2,checking,EUR,87.34,0.00,dormant,2025-02-15
518,ES8799999984717210542792,646,19,checking,EUR,1617.88,200.00,active,2022-02-08
519,ES3699993061913925979903,20,8,checking,EUR,244.96,0.00,active,2025-02-07
520,ES2299999997437428540350,39,18,savings,EUR,2373.96,0.00,active,2012-11-22
521,ES5699997096142300875493,152,24,checking,EUR,2811.32,500.00,active,2025-02-20
522,ES4399992166598231479056,333,3,savings,EUR,1547.43,0.00,dormant,2020-06-05
523,ES3099994896049052873502,335,25,business,EUR,1676.47,0.00,active,2021-07-23
524,ES9799999997460015030516,498,18,savings,EUR,1114.84,0.00,active,2020-10-31
525,ES2999991342952684299816,162,4,payroll,EUR,2361.50,0.00,active,2022-01-30
526,ES4299992166570440972672,221,3,checking,EUR,3715.13,1000.00,active,2021-10-13
527,ES3099993061517216856739,210,8,checking,EUR,2434.76,200.00,active,2024-11-11
528,ES7399999997241773759687,742,18,checking,EUR,-65.60,500.00,active,2021-12-25
529,ES9199993597550022288011,448,11,checking,EUR,2409.29,500.00,active,2024-07-04
530,ES2599992753641351656400,341,23,checking,EUR,812.49,1500.00,active,2024-05-05
531,ES3299995015775556581098,55,12,savings,EUR,1522.08,0.00,active,2024-11-29
532,ES4299990800203066609976,782,15,payroll,EUR,908.99,0.00,active,2022-08-12
533,ES4599994896250967626935,458,25,checking,EUR,4720.93,1000.00,active,2025-01-27
534,ES8799999984090937753419,153,19,checking,EUR,2935.30,1000.00,dormant,2023-08-03
535,ES0699996710637594075234,682,20,business,EUR,0.58,0.00,active,2009-11-29
536,ES3199996710469696768285,341,20,savings,EUR,1019.96,0.00,active,2024-11-03
537,ES8599992166929643913374,12,3,checking,EUR,3520.49,0.00,active,2021-11-23
538,ES8699993061485099028785,525,8,checking,EUR,2823.83,0.00,active,2024-03-14
539,ES0299991665293449264112,535,2,checking,EUR,250.50,500.00,dormant,2023-03-14
540,ES5399994896449232759374,524,25,savings,EUR,862.03,0.00,active,2024-10-09
541,ES1599999623179371392753,719,21,payroll,EUR,2842.75,0.00,dormant,2023-10-29
542,ES7599991179612960994805,119,6,savings,EUR,2703.05,0.00,active,2023-12-04
543,ES6699999984156486913401,344,19,checking,EUR,1844.82,500.00,active,2016-04-19
544,ES3499998644057578558454,786,16,checking,EUR,3314.93,1000.00,dormant,2023-07-22
545,ES1899996710948429409854,372,20,checking,EUR,3826.65,500.00,active,2016-09-14
546,ES2399993240718993108122,580,14,checking,EUR,3787.78,200.00,active,2024-06-24
547,ES8799995015471762969584,444,12,checking,EUR,2912.66,0.00,active,2022-10-11
548,ES7799990800390814551364,642,15,savings,EUR,4358.39,0.00,active,2017-08-08
549,ES9899999623458424514396,799,21,checking,EUR,1110.96,1000.00,active,2022-11-15
550,ES5099999997953751716505,482,18,checking,EUR,3699.88,200.00,active,2020-12-24
551,ES0999998644381376084638,776,16,checking,EUR,3229.79,200.00,active,2024-12-11
552,ES6699999623496158516012,85,21,checking,EUR,4888.73,0.00,active,2017-05-28
553,ES3999990800703527002463,642,15,savings,EUR,3515.53,0.00,active,2023-09-04
554,ES5299992753724193201846,519,23,checking,EUR,1066.46,500.00,active,2025-03-28
555,ES7999993061018972936219,247,8,checking,EUR,941.75,0.00,active,2023-04-08
556,ES7599998644115572024152,35,16,checking,EUR,1055.01,1500.00,active,2021-12-10
557,ES5399998644570076771116,374,16,checking,EUR,6246.16,0.00,active,2022-12-03
558,ES5999994497903741290936,798,9,savings,EUR,2307.85,0.00,dormant,2014-01-01
559,ES5899991403766178467453,473,7,checking,EUR,3250.42,500.00,dormant,2023-11-16
560,ES1999996763503400361213,258,10,checking,EUR,821.86,1500.00,active,2022-10-19
561,ES8099993061259020818687,371,8,checking,EUR,297.19,500.00,active,2024-09-10
562,ES9099999087467772746105,88,17,savings,EUR,2673.78,0.00,active,2025-01-05
563,ES3799993240399251453418,151,14,checking,EUR,2.77,0.00,active,2022-07-26
564,ES0299995954920639244083,328,13,payroll,EUR,602.25,1000.00,active,2022-11-04
565,ES1699995015168024957828,56,12,savings,EUR,2834.01,0.00,dormant,2021-10-25
566,ES2699993061696362263134,133,8,checking,EUR,2251.05,0.00,active,2023-11-26
567,ES6099995015479963143460,412,12,checking,EUR,-792.08,1000.00,active,2024-09-01
568,ES8699993240856965277555,404,14,checking,EUR,1864.53,0.00,active,2022-09-02
569,ES6099999590414356350409,774,22,savings,EUR,2600.71,0.00,active,2013-09-28
570,ES3999992753594475061631,581,23,checking,EUR,2591.56,500.00,active,2018-01-25
571,ES8299993061480150407599,619,8,checking,EUR,3560.95,1500.00,active,2020-10-12
572,ES5199993061948503827750,213,8,checking,EUR,7254.12,200.00,active,2022-10-15
573,ES8299997096780632225315,241,24,checking,EUR,518.51,0.00,active,2024-01-13
574,ES8999995954523990408528,691,13,savings,EUR,484.20,0.00,active,2015-07-07
575,ES0999992166571178696484,406,3,checking,EUR,750.70,0.00,active,2009-02-25
576,ES1399991342773043606737,570,4,savings,EUR,2421.49,0.00,active,2021-11-25
577,ES2299991665240849765847,676,2,savings,EUR,3862.62,0.00,active,2025-02-08
578,ES5399999087275687871800,69,17,checking,EUR,1593.21,200.00,active,2024-10-24
579,ES4999998264980340874656,61,5,checking,EUR,1064.66,1000.00,active,2021-07-17
580,ES1799999087027382777953,695,17,savings,EUR,1900.90,0.00,active,2014-02-09
581,ES6099994896026859246772,547,25,checking,EUR,1364.00,1500.00,active,2023-07-30
582,ES1399997558188259180694,165,1,checking,EUR,2693.97,1500.00,active,2024-10-04
583,ES2499998264409507366793,735,5,checking,EUR,5536.69,1500.00,dormant,2011-11-23
584,ES0599992166753706909494,492,3,checking,EUR,3425.12,0.00,active,2018-06-15
585,ES2999995954450955542821,358,13,savings,EUR,3135.99,0.00,active,2015-08-30
586,ES5999993061193767304791,218,8,checking,EUR,986.50,200.00,active,2024-07-28
587,ES1899998644216669472891,233,16,checking,EUR,4077.15,0.00,active,2024-12-31
588,ES1899993597525668492341,436,11,checking,EUR,4748.87,1500.00,active,2022-11-20
589,ES3099992166339613839010,571,3,savings,EUR,3244.82,0.00,active,2024-05-17
590,ES2799991403957920143596,165,7,business,EUR,3805.08,0.00,active,2024-10-08
591,ES0499993597430525459720,57,11,checking,EUR,16.07,1000.00,active,2014-02-08
592,ES7999997096936462285474,280,24,checking,EUR,3996.66,0.00,active,2023-06-06
593,ES3599991403648591151783,1,7,checking,EUR,0.00,200.00,closed,2009-12-02
594,ES2099996710933319585473,699,20,checking,EUR,3575.30,200.00,active,2014-12-20
595,ES0499998264481792456047,210,5,savings,EUR,1051.25,0.00,active,2016-01-30
596,ES0799997558487928625836,309,1,checking,EUR,1891.84,1000.00,active,2015-03-11
597,ES8599997558020302436052,684,1,payroll,EUR,3709.83,0.00,active,2024-02-16
598,ES6199991665602571235282,205,2,checking,EUR,-99.21,500.00,active,2025-03-07
599,ES7499999623828359052953,560,21,payroll,EUR,5609.91,1500.00,active,2024-02-21
600,ES3399991665325405754086,110,2,checking,EUR,2974.73,1000.00,active,2021-06-19
601,ES4099999087262872847984,164,17,checking,EUR,3460.10,0.00,dormant,2020-04-06
602,ES5799991342511460212005,788,4,checking,EUR,2024.47,0.00,active,2024-11-09
603,ES1499993061345510376436,689,8,checking,EUR,3636.74,0.00,active,2020-12-02
604,ES0999991403233698542645,444,7,checking,EUR,2654.12,0.00,active,2024-05-23
605,ES1499992166238265712739,407,3,savings,EUR,3194.42,0.00,active,2024-01-05
606,ES1299996763762144206185,17,10,savings,EUR,2442.35,0.00,active,2024-03-09
607,ES6399991665565776790077,667,2,checking,EUR,2516.50,1500.00,active,2023-01-02
608,ES7999995954955777759156,14,13,payroll,EUR,3349.26,1500.00,active,2023-04-16
609,ES0799996763495109008330,396,10,checking,EUR,3668.92,200.00,dormant,2019-03-27
610,ES1999995954955133333170,476,13,checking,EUR,3413.93,1000.00,active,2025-02-06
611,ES3399993061951377365095,548,8,checking,EUR,375.30,500.00,active,2020-09-28
612,ES7699999997108089423529,491,18,checking,EUR,906.31,0.00,active,2021-04-05
613,ES8799994896068291964802,529,25,savings,EUR,2607.86,0.00,active,2018-07-31
614,ES1399992753175774520195,156,23,payroll,EUR,6023.65,0.00,active,2024-10-21
615,ES8799992753391526691166,138,23,checking,EUR,6345.49,1500.00,dormant,2024-06-24
616,ES5699995954786316171707,80,13,savings,EUR,2766.85,0.00,active,2019-09-28
617,ES2899996710466661192818,593,20,checking,EUR,3270.15,0.00,active,2021-05-06
618,ES2699991342429616654623,331,4,checking,EUR,6274.16,1500.00,active,2024-08-24
619,ES3399993240095681632927,745,14,savings,EUR,522.53,0.00,active,2024-01-19
620,ES0899996763849367285936,224,10,savings,EUR,3485.49,0.00,active,2018-03-20
621,ES5199997558529045882003,782,1,business,EUR,4218.31,0.00,active,2020-09-30
622,ES4399993240660679807688,180,14,checking,EUR,1706.96,0.00,active,2024-08-28
623,ES4899996763320833589283,573,10,checking,EUR,1194.27,0.00,active,2023-01-07
624,ES8199999984395669309043,344,19,savings,EUR,257.61,0.00,dormant,2016-02-02
625,ES7699999087231970108641,6,17,checking,EUR,2535.50,1500.00,active,2023-07-20
626,ES4899991179080567124024,127,6,savings,EUR,4215.22,0.00,active,2023-01-07
627,ES0499992753038710023798,294,23,checking,EUR,2173.23,0.00,active,2024-09-29
628,ES2899997558994846069853,145,1,checking,EUR,397.15,0.00,active,2025-02-12
629,ES2499999087716848277674,686,17,checking,EUR,3129.05,1000.00,active,2024-12-12
630,ES3499991179048422022579,430,6,checking,EUR,2529.64,1500.00,active,2018-10-24
631,ES9099999087675030736757,152,17,payroll,EUR,1795.85,200.00,active,2025-03-06
632,ES6899999623711257402591,68,21,checking,EUR,3051.33,0.00,active,2023-01-04
633,ES0299998644683431271861,503,16,checking,EUR,3903.83,200.00,active,2020-03-14
634,ES2099997558375906820124,535,1,savings,EUR,1374.61,0.00,dormant,2024-10-05
635,ES3899994497157807699792,266,9,checking,EUR,5089.19,0.00,active,2024-10-12
636,ES3699991665773504089331,101,2,checking,EUR,708.49,0.00,active,2022-05-14
637,ES0499991665378587697840,524,2,checking,EUR,1095.15,0.00,active,2019-12-12
638,ES0399999590937853969649,445,22,savings,EUR,1487.17,0.00,active,2023-12-20
639,ES3599993061226352073582,449,8,savings,EUR,2240.02,0.00,active,2025-01-10
640,ES1899991665453734954133,38,2,checking,EUR,3310.23,1000.00,active,2018-01-21
641,ES6199993597331900772326,680,11,payroll,EUR,1149.12,1000.00,active,2020-11-05
642,ES8499996710348421203757,249,20,checking,EUR,0.00,1000.00,closed,2016-12-25
643,ES9399995954661392616723,550,13,payroll,EUR,3000.73,0.00,active,2020-08-01
644,ES0499992166234867271359,362,3,savings,EUR,1072.03,0.00,active,2017-12-14
645,ES4999996710130414578842,576,20,savings,EUR,2142.90,0.00,active,2015-12-29
646,ES1899995954349310572986,656,13,savings,EUR,3104.17,0.00,active,2023-11-10
647,ES2599993061717570691382,327,8,savings,EUR,1071.84,0.00,active,2020-03-18
648,ES6799991665906476976728,247,2,checking,EUR,2355.67,500.00,active,2024-07-28
649,ES1299994497317054565480,421,9,checking,EUR,2446.76,500.00,active,2024-03-23
650,ES8199999997675405697784,415,18,checking,EUR,5529.64,200.00,active,2021-02-17
651,ES5799990800355347393833,313,15,checking,EUR,-678.28,1000.00,active,2018-05-27
652,ES4299995954830343080785,29,13,payroll,EUR,5514.23,0.00,active,2023-12-27
653,ES3099999984937853631788,444,19,checking,EUR,-577.95,1000.00,active,2021-12-01
654,ES9199993061458264563896,578,8,savings,EUR,2157.22,0.00,active,2023-07-24
655,ES9099997096030766627196,268,24,payroll,EUR,2396.68,1500.00,active,2024-03-17
656,ES8699991342739927882635,221,4,savings,EUR,813.19,0.00,active,2021-12-02
657,ES4999997096151208936870,434,24,checking,EUR,593.71,1000.00,active,2014-10-28
658,ES5199992753302806596003,224,23,savings,EUR,710.41,0.00,active,2022-07-19
659,ES2299999590100986586968,240,22,savings,EUR,1219.47,0.00,active,2010-03-23
