id,account_id,card_number_masked,card_number_last4,brand,card_type,expires_on,credit_limit,status,issued_at
311,940,555555 ** **** 9379,9379,Mastercard,debit,2028-11-30,,active,2024-11-22
312,559,555555 ** **** 7154,7154,Mastercard,credit,2029-01-31,7340.78,active,2025-01-22
313,1074,424242 ** **** 4046,4046,Visa,debit,2028-01-31,,active,2024-01-26
314,644,400000 ** **** 1076,1076,Visa,debit,2025-10-31,,active,2021-10-24
315,301,545454 ** **** 0343,0343,Mastercard,credit,2024-01-31,2468.87,expired,2020-01-05
316,641,222100 ** **** 5202,5202,Mastercard,debit,2028-05-31,,active,2024-05-04
317,422,411111 ** **** 1859,1859,Visa,credit,2025-05-31,4285.75,expired,2021-05-01
318,964,555555 ** **** 9997,9997,Mastercard,credit,2029-04-30,3750.00,active,2025-04-02
319,1093,222100 ** **** 1204,1204,Mastercard,debit,2024-07-31,,expired,2020-07-22
320,1039,555555 ** **** 0112,0112,Mastercard,debit,2025-06-30,,active,2021-06-07
321,286,424242 ** **** 1743,1743,Visa,credit,2026-02-28,5841.47,active,2022-02-28
322,694,411111 ** **** 5732,5732,Visa,debit,2027-03-31,,active,2023-03-20
323,489,424242 ** **** 4688,4688,Visa,credit,2029-01-31,12042.55,active,2025-01-04
324,16,545454 ** **** 0677,0677,Mastercard,debit,2026-12-31,,blocked,2022-12-21
325,450,424242 ** **** 5978,5978,Visa,debit,2028-11-30,,active,2024-11-17
326,402,222100 ** **** 5053,5053,Mastercard,debit,2024-03-31,,expired,2020-03-30
327,147,222100 ** **** 7034,7034,Mastercard,debit,2029-02-28,,active,2025-02-19
328,541,555555 ** **** 8984,8984,Mastercard,debit,2027-11-30,,active,2023-11-16
329,553,400000 ** **** 7965,7965,Visa,credit,2027-10-31,1943.94,active,2023-10-05
330,144,424242 ** **** 2462,2462,Visa,credit,2027-05-31,3793.50,active,2023-05-15
331,712,424242 ** **** 9254,9254,Visa,debit,2028-11-30,,active,2024-11-09
332,171,411111 ** **** 7844,7844,Visa,debit,2027-12-31,,active,2023-12-26
333,658,545454 ** **** 6037,6037,Mastercard,prepaid,2029-01-31,,active,2025-01-02
334,353,424242 ** **** 5121,5121,Visa,debit,2025-08-31,,active,2021-08-09
335,958,545454 ** **** 8330,8330,Mastercard,debit,2029-03-31,,active,2025-03-20
336,882,555555 ** **** 7795,7795,Mastercard,debit,2028-10-31,,active,2024-10-13
337,181,545454 ** **** 3933,3933,Mastercard,debit,2028-11-30,,active,2024-11-13
338,1055,424242 ** **** 0185,0185,Visa,debit,2024-04-30,,expired,2020-04-07
339,141,555555 ** **** 4056,4056,Mastercard,debit,2028-09-30,,active,2024-09-22
340,771,222100 ** **** 8184,8184,Mastercard,debit,2028-10-31,,cancelled,2024-10-06
341,602,400000 ** **** 7598,7598,Visa,credit,2029-03-31,2624.65,active,2025-03-31
342,504,424242 ** **** 2861,2861,Visa,credit,2026-09-30,4281.36,active,2022-09-20
343,41,411111 ** **** 9797,9797,Visa,debit,2029-04-30,,active,2025-04-09
344,604,400000 ** **** 9438,9438,Visa,debit,2029-03-31,,active,2025-03-24
345,699,555555 ** **** 6562,6562,Mastercard,credit,2026-05-31,5906.93,active,2022-05-04
346,202,400000 ** **** 5634,5634,Visa,credit,2029-03-31,7468.49,active,2025-03-25
347,73,411111 ** **** 6523,6523,Visa,credit,2025-06-30,2407.02,active,2021-06-21
348,547,424242 ** **** 2024,2024,Visa,debit,2028-09-30,,active,2024-09-28
349,497,222100 ** **** 8200,8200,Mastercard,debit,2029-01-31,,active,2025-01-24
350,940,424242 ** **** 0016,0016,Visa,debit,2029-04-30,,active,2025-04-25
351,701,424242 ** **** 1832,1832,Visa,credit,2024-01-31,3750.00,expired,2020-01-27
352,786,555555 ** **** 3226,3226,Mastercard,debit,2029-05-31,,active,2025-05-28
353,7,545454 ** **** 9076,9076,Mastercard,debit,2026-05-31,,active,2022-05-05
354,143,222100 ** **** 3087,3087,Mastercard,debit,2024-07-31,,expired,2020-07-21
355,806,424242 ** **** 8286,8286,Visa,credit,2027-08-31,7847.60,cancelled,2023-08-30
356,988,424242 ** **** 7267,7267,Visa,credit,2029-05-31,3750.00,active,2025-05-04
357,149,555555 ** **** 0512,0512,Mastercard,credit,2027-09-30,2527.83,active,2023-09-15
358,611,555555 ** **** 7443,7443,Mastercard,debit,2025-11-30,,active,2021-11-12
359,1073,222100 ** **** 2065,2065,Mastercard,debit,2026-08-31,,active,2022-08-28
360,586,545454 ** **** 7691,7691,Mastercard,debit,2029-02-28,,active,2025-02-14
361,304,400000 ** **** 3737,3737,Visa,credit,2029-03-31,4675.96,active,2025-03-08
362,1080,411111 ** **** 7603,7603,Visa,credit,2029-03-31,1892.30,active,2025-03-24
363,163,400000 ** **** 1142,1142,Visa,debit,2029-03-31,,active,2025-03-10
364,641,222100 ** **** 1858,1858,Mastercard,debit,2025-06-30,,active,2021-06-25
365,111,555555 ** **** 8199,8199,Mastercard,debit,2028-09-30,,blocked,2024-09-05
366,787,545454 ** **** 3108,3108,Mastercard,credit,2027-12-31,9162.98,active,2023-12-01
367,231,400000 ** **** 6605,6605,Visa,debit,2028-03-31,,active,2024-03-14
368,555,411111 ** **** 3737,3737,Visa,debit,2027-04-30,,active,2023-04-11
369,647,400000 ** **** 0589,0589,Visa,credit,2028-11-30,2129.53,blocked,2024-11-05
370,815,424242 ** **** 8341,8341,Visa,debit,2027-12-31,,active,2023-12-06
371,639,411111 ** **** 9574,9574,Visa,credit,2029-02-28,6270.64,active,2025-02-28
372,167,411111 ** **** 0768,0768,Visa,credit,2028-09-30,3750.00,active,2024-09-21
373,204,371449 ** **** 2554,2554,American Express,debit,2024-05-31,,expired,2020-05-17
374,454,400000 ** **** 8511,8511,Visa,debit,2028-01-31,,active,2024-01-31
375,216,555555 ** **** 7251,7251,Mastercard,credit,2029-03-31,5259.09,active,2025-03-16
376,492,545454 ** **** 4866,4866,Mastercard,credit,2028-08-31,5970.42,active,2024-08-07
377,179,555555 ** **** 3248,3248,Mastercard,credit,2029-03-31,3750.00,active,2025-03-30
378,238,400000 ** **** 7088,7088,Visa,debit,2028-09-30,,active,2024-09-04
379,712,400000 ** **** 1991,1991,Visa,debit,2028-02-29,,active,2024-02-18
380,441,545454 ** **** 2345,2345,Mastercard,debit,2026-07-31,,active,2022-07-05
381,111,400000 ** **** 2504,2504,Visa,debit,2025-11-30,,active,2021-11-09
382,1033,555555 ** **** 3465,3465,Mastercard,debit,2028-12-31,,blocked,2024-12-31
383,149,411111 ** **** 8239,8239,Visa,debit,2025-09-30,,active,2021-09-11
384,200,545454 ** **** 7093,7093,Mastercard,debit,2026-05-31,,active,2022-05-05
385,899,555555 ** **** 5268,5268,Mastercard,credit,2024-09-30,3403.74,expired,2020-09-23
386,653,555555 ** **** 6621,6621,Mastercard,credit,2027-02-28,2378.21,active,2023-02-19
387,696,555555 ** **** 8289,8289,Mastercard,debit,2026-03-31,,active,2022-03-15
388,366,222100 ** **** 7048,7048,Mastercard,debit,2028-11-30,,active,2024-11-15
389,171,222100 ** **** 4787,4787,Mastercard,credit,2028-04-30,7084.12,blocked,2024-04-11
390,236,424242 ** **** 3417,3417,Visa,debit,2029-03-31,,active,2025-03-12
391,881,555555 ** **** 7739,7739,Mastercard,debit,2028-05-31,,active,2024-05-19
392,862,555555 ** **** 7175,7175,Mastercard,debit,2027-11-30,,active,2023-11-11
393,789,400000 ** **** 8928,8928,Visa,debit,2027-09-30,,active,2023-09-13
394,719,424242 ** **** 1047,1047,Visa,credit,2028-10-31,2922.83,active,2024-10-13
395,959,555555 ** **** 8459,8459,Mastercard,credit,2029-03-31,3942.76,active,2025-03-23
396,387,400000 ** **** 1499,1499,Visa,prepaid,2027-11-30,,active,2023-11-16
397,122,222100 ** **** 6597,6597,Mastercard,credit,2028-10-31,1387.00,active,2024-10-28
398,934,400000 ** **** 2315,2315,Visa,debit,2028-01-31,,active,2024-01-05
399,792,411111 ** **** 5585,5585,Visa,debit,2025-03-31,,expired,2021-03-25
400,731,545454 ** **** 5398,5398,Mastercard,credit,2027-06-30,3006.99,active,2023-06-26
401,361,400000 ** **** 4136,4136,Visa,credit,2028-07-31,3750.00,active,2024-07-10
402,713,411111 ** **** 3847,3847,Visa,debit,2025-03-31,,expired,2021-03-01
403,1045,411111 ** **** 9951,9951,Visa,credit,2024-06-30,7781.59,expired,2020-06-01
404,360,411111 ** **** 3767,3767,Visa,debit,2029-03-31,,active,2025-03-17
405,324,555555 ** **** 9087,9087,Mastercard,debit,2029-01-31,,active,2025-01-19
406,70,424242 ** **** 7886,7886,Visa,debit,2027-12-31,,active,2023-12-03
407,539,555555 ** **** 1760,1760,Mastercard,credit,2027-07-31,15631.33,active,2023-07-15
408,640,222100 ** **** 3452,3452,Mastercard,debit,2028-09-30,,cancelled,2024-09-21
409,305,400000 ** **** 4990,4990,Visa,debit,2026-07-31,,active,2022-07-30
410,940,545454 ** **** 1316,1316,Mastercard,credit,2028-09-30,6558.11,active,2024-09-14
411,771,411111 ** **** 2875,2875,Visa,credit,2029-02-28,3750.00,active,2025-02-25
412,264,545454 ** **** 3441,3441,Mastercard,credit,2028-09-30,1582.85,active,2024-09-07
413,962,555555 ** **** 7244,7244,Mastercard,debit,2027-01-31,,active,2023-01-14
414,713,400000 ** **** 4638,4638,Visa,credit,2027-04-30,6696.76,active,2023-04-23
415,512,424242 ** **** 6499,6499,Visa,prepaid,2027-10-31,,active,2023-10-17
416,332,222100 ** **** 4621,4621,Mastercard,debit,2026-03-31,,active,2022-03-28
417,574,400000 ** **** 7246,7246,Visa,debit,2024-08-31,,expired,2020-08-05
418,436,555555 ** **** 7709,7709,Mastercard,credit,2028-07-31,7519.54,active,2024-07-30
419,592,400000 ** **** 1625,1625,Visa,debit,2028-09-30,,active,2024-09-20
420,689,400000 ** **** 9677,9677,Visa,debit,2029-05-31,,active,2025-05-14
421,605,555555 ** **** 4667,4667,Mastercard,debit,2029-05-31,,active,2025-05-12
422,8,555555 ** **** 7743,7743,Mastercard,debit,2028-06-30,,blocked,2024-06-07
423,110,424242 ** **** 3979,3979,Visa,debit,2027-10-31,,active,2023-10-31
424,4,400000 ** **** 0613,0613,Visa,debit,2028-06-30,,active,2024-06-30
425,1078,400000 ** **** 1751,1751,Visa,prepaid,2028-06-30,,blocked,2024-06-12
426,12,222100 ** **** 5968,5968,Mastercard,credit,2025-04-30,3041.05,expired,2021-04-01
427,349,545454 ** **** 6453,6453,Mastercard,prepaid,2029-02-28,,active,2025-02-08
428,412,222100 ** **** 6724,6724,Mastercard,debit,2026-01-31,,active,2022-01-25
429,1046,222100 ** **** 6181,6181,Mastercard,credit,2028-01-31,1952.99,active,2024-01-11
430,503,222100 ** **** 3531,3531,Mastercard,debit,2027-12-31,,active,2023-12-14
431,993,545454 ** **** 4941,4941,Mastercard,debit,2028-08-31,,active,2024-08-11
432,779,411111 ** **** 2772,2772,Visa,debit,2028-08-31,,active,2024-08-03
433,1058,400000 ** **** 6775,6775,Visa,debit,2029-05-31,,active,2025-05-10
434,838,555555 ** **** 8863,8863,Mastercard,prepaid,2028-02-29,,active,2024-02-01
435,288,424242 ** **** 2330,2330,Visa,debit,2026-07-31,,active,2022-07-03
436,1,222100 ** **** 4159,4159,Mastercard,debit,2026-09-30,,active,2022-09-05
437,1001,555555 ** **** 4217,4217,Mastercard,credit,2027-07-31,2758.69,active,2023-07-13
438,638,411111 ** **** 9038,9038,Visa,credit,2029-05-31,2922.83,active,2025-05-12
439,636,411111 ** **** 5854,5854,Visa,debit,2028-10-31,,active,2024-10-25
440,226,400000 ** **** 5998,5998,Visa,credit,2026-09-30,5908.58,active,2022-09-08
441,469,545454 ** **** 0019,0019,Mastercard,debit,2028-07-31,,blocked,2024-07-23
442,972,545454 ** **** 2807,2807,Mastercard,debit,2025-04-30,,expired,2021-04-13
443,853,411111 ** **** 4766,4766,Visa,credit,2029-01-31,1350.00,active,2025-01-10
444,756,424242 ** **** 3353,3353,Visa,debit,2028-02-29,,cancelled,2024-02-25
445,646,424242 ** **** 1526,1526,Visa,credit,2028-02-29,3750.00,active,2024-02-25
446,516,411111 ** **** 8296,8296,Visa,credit,2024-03-31,3854.76,expired,2020-03-18
447,643,411111 ** **** 9182,9182,Visa,debit,2026-10-31,,blocked,2022-10-09
448,320,424242 ** **** 6052,6052,Visa,debit,2029-05-31,,active,2025-05-19
449,864,222100 ** **** 5909,5909,Mastercard,debit,2028-03-31,,blocked,2024-03-05
450,489,555555 ** **** 8439,8439,Mastercard,debit,2028-10-31,,active,2024-10-16
451,749,424242 ** **** 2053,2053,Visa,credit,2029-05-31,4689.22,active,2025-05-27
452,526,400000 ** **** 7060,7060,Visa,debit,2027-10-31,,active,2023-10-10
453,817,411111 ** **** 0686,0686,Visa,credit,2025-04-30,3053.04,expired,2021-04-10
454,587,222100 ** **** 4437,4437,Mastercard,debit,2029-03-31,,active,2025-03-19
455,54,411111 ** **** 2693,2693,Visa,debit,2027-06-30,,active,2023-06-18
456,266,400000 ** **** 8138,8138,Visa,credit,2028-06-30,1528.88,active,2024-06-05
457,484,545454 ** **** 6070,6070,Mastercard,credit,2029-03-31,3797.21,active,2025-03-12
458,800,400000 ** **** 6007,6007,Visa,credit,2029-04-30,3750.00,active,2025-04-17
459,730,424242 ** **** 6874,6874,Visa,prepaid,2027-11-30,,active,2023-11-23
460,86,424242 ** **** 4543,4543,Visa,credit,2028-07-31,3750.00,active,2024-07-25
461,572,545454 ** **** 6880,6880,Mastercard,debit,2028-07-31,,active,2024-07-15
462,597,411111 ** **** 8765,8765,Visa,debit,2029-03-31,,active,2025-03-08
463,701,400000 ** **** 9958,9958,Visa,debit,2025-05-31,,expired,2021-05-23
464,355,555555 ** **** 9223,9223,Mastercard,debit,2027-04-30,,blocked,2023-04-30
465,772,545454 ** **** 7270,7270,Mastercard,debit,2029-04-30,,active,2025-04-16
466,677,424242 ** **** 0921,0921,Visa,debit,2027-02-28,,active,2023-02-27
467,265,545454 ** **** 1234,1234,Mastercard,debit,2024-04-30,,expired,2020-04-28
468,602,400000 ** **** 8094,8094,Visa,debit,2029-01-31,,active,2025-01-14
469,159,400000 ** **** 1026,1026,Visa,debit,2025-01-31,,expired,2021-01-21
470,825,424242 ** **** 1384,1384,Visa,debit,2027-06-30,,active,2023-06-20
471,729,555555 ** **** 0793,0793,Mastercard,debit,2027-01-31,,active,2023-01-13
472,482,545454 ** **** 0986,0986,Mastercard,credit,2026-09-30,3175.42,active,2022-09-01
473,810,400000 ** **** 9449,9449,Visa,credit,2024-02-29,4484.67,expired,2020-02-21
474,328,424242 ** **** 1840,1840,Visa,debit,2027-10-31,,active,2023-10-03
475,897,545454 ** **** 7113,7113,Mastercard,debit,2028-08-31,,active,2024-08-23
476,632,411111 ** **** 7956,7956,Visa,debit,2028-08-31,,active,2024-08-16
477,875,555555 ** **** 3750,3750,Mastercard,credit,2028-11-30,3750.00,active,2024-11-24
478,891,411111 ** **** 4306,4306,Visa,debit,2025-09-30,,active,2021-09-04
479,496,411111 ** **** 0054,0054,Visa,credit,2029-02-28,3153.65,active,2025-02-12
480,316,400000 ** **** 1238,1238,Visa,credit,2028-11-30,3301.97,active,2024-11-20
481,397,400000 ** **** 5313,5313,Visa,debit,2025-10-31,,active,2021-10-15
482,1099,411111 ** **** 8996,8996,Visa,credit,2025-11-30,4495.72,active,2021-11-02
483,832,545454 ** **** 5724,5724,Mastercard,debit,2028-09-30,,active,2024-09-12
484,161,400000 ** **** 7440,7440,Visa,credit,2029-03-31,3750.00,active,2025-03-05
485,286,555555 ** **** 7435,7435,Mastercard,credit,2026-12-31,5841.47,active,2022-12-26
486,132,400000 ** **** 5155,5155,Visa,debit,2027-11-30,,cancelled,2023-11-08
487,798,222100 ** **** 2780,2780,Mastercard,credit,2029-05-31,3750.00,active,2025-05-14
488,646,555555 ** **** 3958,3958,Mastercard,debit,2028-04-30,,active,2024-04-17
489,951,400000 ** **** 2216,2216,Visa,debit,2029-01-31,,blocked,2025-01-01
490,364,555555 ** **** 9245,9245,Mastercard,debit,2029-02-28,,active,2025-02-23
491,589,400000 ** **** 9207,9207,Visa,credit,2029-01-31,5645.78,active,2025-01-24
492,872,400000 ** **** 7616,7616,Visa,debit,2028-06-30,,active,2024-06-07
493,1020,400000 ** **** 6846,6846,Visa,debit,2025-07-31,,active,2021-07-23
494,338,424242 ** **** 1487,1487,Visa,debit,2025-07-31,,blocked,2021-07-07
495,670,545454 ** **** 5569,5569,Mastercard,debit,2027-07-31,,active,2023-07-10
496,714,411111 ** **** 2379,2379,Visa,credit,2025-11-30,3750.00,active,2021-11-23
497,1056,411111 ** **** 5306,5306,Visa,credit,2026-11-30,4152.18,active,2022-11-27
498,427,555555 ** **** 5919,5919,Mastercard,debit,2028-11-30,,active,2024-11-04
499,940,400000 ** **** 9547,9547,Visa,credit,2028-06-30,6558.11,active,2024-06-14
500,917,222100 ** **** 5514,5514,Mastercard,credit,2026-11-30,5683.67,active,2022-11-09
501,532,424242 ** **** 1706,1706,Visa,debit,2027-09-30,,active,2023-09-19
502,870,545454 ** **** 8862,8862,Mastercard,debit,2027-04-30,,active,2023-04-25
503,5,222100 ** **** 7314,7314,Mastercard,debit,2026-03-31,,cancelled,2022-03-27
504,338,555555 ** **** 2009,2009,Mastercard,debit,2027-09-30,,active,2023-09-06
505,680,222100 ** **** 1119,1119,Mastercard,debit,2024-03-31,,expired,2020-03-28
506,578,400000 ** **** 5175,5175,Visa,debit,2029-04-30,,active,2025-04-05
507,138,424242 ** **** 8506,8506,Visa,debit,2027-09-30,,cancelled,2023-09-14
508,764,555555 ** **** 9397,9397,Mastercard,credit,2029-04-30,3750.00,active,2025-04-19
509,762,411111 ** **** 2102,2102,Visa,debit,2025-06-30,,active,2021-06-11
510,829,424242 ** **** 3657,3657,Visa,credit,2025-05-31,1350.00,expired,2021-05-09
511,322,545454 ** **** 1161,1161,Mastercard,debit,2029-04-30,,active,2025-04-12
512,105,424242 ** **** 7614,7614,Visa,credit,2024-11-30,2466.87,expired,2020-11-05
513,841,222100 ** **** 1889,1889,Mastercard,debit,2024-10-31,,expired,2020-10-24
514,296,411111 ** **** 8317,8317,Visa,debit,2029-02-28,,active,2025-02-13
515,1026,400000 ** **** 1000,1000,Visa,debit,2028-12-31,,active,2024-12-04
516,332,411111 ** **** 2724,2724,Visa,credit,2028-01-31,8436.42,blocked,2024-01-22
517,131,400000 ** **** 9198,9198,Visa,credit,2027-04-30,6057.67,blocked,2023-04-02
518,11,545454 ** **** 6975,6975,Mastercard,debit,2028-07-31,,blocked,2024-07-07
519,100,424242 ** **** 4280,4280,Visa,debit,2025-11-30,,active,2021-11-22
520,791,424242 ** **** 6630,6630,Visa,credit,2025-10-31,6929.19,active,2021-10-01
521,885,424242 ** **** 3440,3440,Visa,debit,2026-05-31,,active,2022-05-28
522,802,555555 ** **** 3475,3475,Mastercard,debit,2025-09-30,,active,2021-09-06
523,121,400000 ** **** 0511,0511,Visa,debit,2029-02-28,,active,2025-02-09
524,1099,411111 ** **** 9591,9591,Visa,debit,2026-11-30,,active,2022-11-27
525,775,555555 ** **** 4221,4221,Mastercard,credit,2028-06-30,5621.17,active,2024-06-07
526,1074,400000 ** **** 0532,0532,Visa,credit,2024-02-29,3750.00,expired,2020-02-24
527,151,411111 ** **** 5484,5484,Visa,credit,2029-04-30,4603.62,active,2025-04-09
528,227,400000 ** **** 3912,3912,Visa,debit,2026-07-31,,active,2022-07-18
529,174,400000 ** **** 5048,5048,Visa,credit,2028-06-30,3750.00,active,2024-06-24
530,953,371449 ** **** 2254,2254,American Express,prepaid,2024-08-31,,expired,2020-08-07
531,575,545454 ** **** 3940,3940,Mastercard,debit,2027-11-30,,active,2023-11-16
532,835,400000 ** **** 5808,5808,Visa,debit,2028-04-30,,active,2024-04-09
533,964,545454 ** **** 9342,9342,Mastercard,credit,2027-08-31,3750.00,active,2023-08-09
534,525,411111 ** **** 5174,5174,Visa,debit,2029-01-31,,active,2025-01-22
535,330,424242 ** **** 2898,2898,Visa,debit,2028-07-31,,active,2024-07-01
536,684,424242 ** **** 9395,9395,Visa,debit,2027-10-31,,active,2023-10-07
537,656,555555 ** **** 9232,9232,Mastercard,debit,2026-11-30,,active,2022-11-07
538,768,424242 ** **** 2859,2859,Visa,credit,2029-02-28,4797.78,active,2025-02-27
539,74,424242 ** **** 7026,7026,Visa,credit,2025-12-31,2407.02,active,2021-12-09
540,66,411111 ** **** 8970,8970,Visa,credit,2025-10-31,2466.87,active,2021-10-02
541,203,555555 ** **** 9315,9315,Mastercard,debit,2027-03-31,,blocked,2023-03-28
542,672,424242 ** **** 4735,4735,Visa,credit,2028-08-31,3155.54,active,2024-08-07
543,803,424242 ** **** 5409,5409,Visa,debit,2026-07-31,,active,2022-07-24
544,358,411111 ** **** 7434,7434,Visa,prepaid,2028-11-30,,active,2024-11-23
545,1028,400000 ** **** 3581,3581,Visa,debit,2028-08-31,,active,2024-08-06
546,805,424242 ** **** 1248,1248,Visa,debit,2028-06-30,,active,2024-06-02
547,866,222100 ** **** 3834,3834,Mastercard,credit,2028-11-30,6743.22,active,2024-11-20
548,28,411111 ** **** 5814,5814,Visa,debit,2028-10-31,,active,2024-10-03
549,458,400000 ** **** 5801,5801,Visa,credit,2024-03-31,3016.03,expired,2020-03-04
550,22,222100 ** **** 0120,0120,Mastercard,credit,2029-04-30,5906.93,active,2025-04-17
551,929,555555 ** **** 6373,6373,Mastercard,debit,2028-12-31,,active,2024-12-02
552,680,545454 ** **** 7916,7916,Mastercard,debit,2028-07-31,,active,2024-07-10
553,528,400000 ** **** 9129,9129,Visa,credit,2027-06-30,5039.91,active,2023-06-08
554,794,424242 ** **** 0024,0024,Visa,debit,2027-05-31,,active,2023-05-19
555,453,545454 ** **** 6033,6033,Mastercard,credit,2025-11-30,5107.27,active,2021-11-16
556,994,555555 ** **** 4659,4659,Mastercard,debit,2026-10-31,,active,2022-10-21
557,1071,411111 ** **** 5192,5192,Visa,credit,2024-08-31,1940.49,expired,2020-08-10
558,963,400000 ** **** 0223,0223,Visa,credit,2024-03-31,1995.45,expired,2020-03-14
559,698,222100 ** **** 1643,1643,Mastercard,credit,2026-11-30,5999.28,active,2022-11-14
560,623,411111 ** **** 3735,3735,Visa,debit,2027-12-31,,active,2023-12-02
561,195,555555 ** **** 2460,2460,Mastercard,debit,2026-10-31,,active,2022-10-01
562,738,424242 ** **** 0484,0484,Visa,credit,2025-05-31,3245.60,expired,2021-05-21
563,1038,555555 ** **** 7292,7292,Mastercard,credit,2026-05-31,3550.95,active,2022-05-30
564,115,400000 ** **** 0291,0291,Visa,credit,2026-12-31,2720.65,active,2022-12-04
565,264,400000 ** **** 7397,7397,Visa,credit,2029-05-31,1582.85,active,2025-05-21
566,960,545454 ** **** 0917,0917,Mastercard,debit,2028-10-31,,blocked,2024-10-23
567,740,411111 ** **** 8178,8178,Visa,debit,2028-07-31,,active,2024-07-29
568,813,411111 ** **** 5182,5182,Visa,prepaid,2026-04-30,,active,2022-04-04
569,8,424242 ** **** 7310,7310,Visa,credit,2029-01-31,3940.43,active,2025-01-30
570,454,400000 ** **** 6707,6707,Visa,debit,2028-06-30,,active,2024-06-01
571,508,400000 ** **** 8426,8426,Visa,credit,2028-04-30,2961.06,active,2024-04-01
572,305,545454 ** **** 8824,8824,Mastercard,debit,2028-09-30,,active,2024-09-16
573,448,222100 ** **** 8221,8221,Mastercard,prepaid,2028-12-31,,active,2024-12-05
574,605,411111 ** **** 8663,8663,Visa,debit,2028-02-29,,active,2024-02-24
575,895,400000 ** **** 6385,6385,Visa,debit,2024-07-31,,expired,2020-07-18
576,1044,424242 ** **** 0422,0422,Visa,credit,2029-02-28,4484.67,active,2025-02-23
577,414,555555 ** **** 5082,5082,Mastercard,credit,2028-04-30,3750.00,active,2024-04-05
578,613,545454 ** **** 2155,2155,Mastercard,debit,2027-08-31,,active,2023-08-17
579,983,424242 ** **** 3003,3003,Visa,debit,2028-10-31,,active,2024-10-28
580,832,424242 ** **** 0127,0127,Visa,credit,2028-11-30,2072.60,active,2024-11-22
581,896,411111 ** **** 1641,1641,Visa,debit,2025-05-31,,expired,2021-05-11
582,494,411111 ** **** 6899,6899,Visa,debit,2027-01-31,,active,2023-01-05
583,1067,222100 ** **** 6852,6852,Mastercard,credit,2026-01-31,3547.05,active,2022-01-18
584,18,424242 ** **** 8485,8485,Visa,debit,2026-08-31,,active,2022-08-25
585,152,545454 ** **** 8350,8350,Mastercard,debit,2026-01-31,,active,2022-01-20
586,413,555555 ** **** 1441,1441,Mastercard,debit,2028-03-31,,active,2024-03-02
587,916,424242 ** **** 0640,0640,Visa,debit,2027-12-31,,active,2023-12-07
588,1000,555555 ** **** 2864,2864,Mastercard,debit,2024-11-30,,expired,2020-11-17
589,504,400000 ** **** 4665,4665,Visa,prepaid,2026-11-30,,blocked,2022-11-08
590,761,222100 ** **** 5443,5443,Mastercard,debit,2026-01-31,,active,2022-01-24
591,475,400000 ** **** 1667,1667,Visa,credit,2029-01-31,5049.62,active,2025-01-17
592,379,400000 ** **** 2054,2054,Visa,debit,2028-04-30,,active,2024-04-22
593,376,555555 ** **** 2464,2464,Mastercard,credit,2028-09-30,3241.05,active,2024-09-25
594,84,555555 ** **** 6269,6269,Mastercard,debit,2027-01-31,,active,2023-01-11
595,620,222100 ** **** 8991,8991,Mastercard,credit,2027-04-30,3758.52,active,2023-04-13
596,476,545454 ** **** 4050,4050,Mastercard,prepaid,2029-02-28,,active,2025-02-28
597,967,555555 ** **** 6465,6465,Mastercard,prepaid,2029-03-31,,active,2025-03-10
598,900,545454 ** **** 7004,7004,Mastercard,credit,2029-03-31,2487.26,active,2025-03-09
599,115,411111 ** **** 2579,2579,Visa,credit,2028-07-31,2720.65,active,2024-07-09
600,715,371449 ** **** 7396,7396,American Express,debit,2026-04-30,,active,2022-04-04
601,64,378282 ** **** 2882,2882,American Express,debit,2028-10-31,,active,2024-10-06
602,961,400000 ** **** 1535,1535,Visa,debit,2028-12-31,,active,2024-12-06
603,264,545454 ** **** 8581,8581,Mastercard,credit,2028-07-31,1582.85,active,2024-07-08
604,70,545454 ** **** 0150,0150,Mastercard,credit,2026-05-31,3642.43,active,2022-05-30
605,441,424242 ** **** 7553,7553,Visa,debit,2027-08-31,,active,2023-08-13
606,845,411111 ** **** 1851,1851,Visa,debit,2026-01-31,,active,2022-01-21
607,81,424242 ** **** 9163,9163,Visa,debit,2029-03-31,,active,2025-03-05
608,1024,555555 ** **** 8600,8600,Mastercard,debit,2028-04-30,,blocked,2024-04-11
609,1085,371449 ** **** 0710,0710,American Express,debit,2029-04-30,,active,2025-04-11
610,870,411111 ** **** 8001,8001,Visa,prepaid,2027-11-30,,active,2023-11-07
611,352,400000 ** **** 5967,5967,Visa,credit,2028-01-31,2871.27,active,2024-01-27
612,704,222100 ** **** 7704,7704,Mastercard,credit,2028-11-30,7084.12,cancelled,2024-11-16
613,54,411111 ** **** 3936,3936,Visa,debit,2025-10-31,,blocked,2021-10-09
614,476,400000 ** **** 5445,5445,Visa,debit,2028-01-31,,active,2024-01-19
615,604,400000 ** **** 0897,0897,Visa,credit,2029-05-31,2378.21,active,2025-05-08
616,627,378282 ** **** 4920,4920,American Express,debit,2029-04-30,,active,2025-04-10
617,558,424242 ** **** 3130,3130,Visa,credit,2024-03-31,3750.00,expired,2020-03-12
618,1006,400000 ** **** 1634,1634,Visa,debit,2027-09-30,,active,2023-09-13
619,1089,555555 ** **** 6655,6655,Mastercard,debit,2027-06-30,,active,2023-06-14
620,71,222100 ** **** 2872,2872,Mastercard,debit,2029-02-28,,active,2025-02-03
621,953,222100 ** **** 0770,0770,Mastercard,debit,2027-03-31,,active,2023-03-24
